Open Time (UTC),Close Time (UTC),Symbol,Open Price,Close Price,Total Size,Closed PNL,Exchange fee paid,Funding fee paid,Realised PNL,ROI
2024-12-31 20:10,2024-12-31 20:22,PENGUUSDT USDT-Margin,0.033956,0.03389,4221,-0.27858600 USDT,0.10016264 USDT,0.00000000 USDT,-0.37874864 USDT,-1.58%
2024-12-31 19:00,2024-12-31 20:09,FARTCOINUSDT USDT-Margin,0.974,0.9658,243,-1.99260000 USDT,0.16448184 USDT,0.00000000 USDT,-2.15708184 USDT,-8.12%
2024-12-31 14:28,2024-12-31 14:34,PENGUUSDT USDT-Margin,0.033125,0.03279826,12431,-4.06171800 USDT,0.49169522 USDT,0.00000000 USDT,-4.55341322 USDT,-6.43%
2024-12-26 3:01,2024-12-26 8:05,PENGUUSDT USDT-Margin,0.039039,0.038247,9.84E+03,-7.79328000 USDT,0.45629654 USDT,0.03848719 USDT,-8.28806373 USDT,-102.76%
2024-12-25 19:12,2024-12-26 3:01,VIRTUALUSDT USDT-Margin,3.1404871,3.18750081,124,5.82970000 USDT,0.47080230 USDT,0.03933652 USDT,5.31956118 USDT,10.86%
2024-12-25 14:54,2024-12-25 15:12,FARTCOINUSDT USDT-Margin,1.1369,1.1269,4.20E+02,-4.20000000 USDT,0.57047760 USDT,0.00000000 USDT,-4.77047760 USDT,-8.75%
2024-12-25 4:56,2024-12-25 14:46,AIXBTUSDT USDT-Margin,0.32539,0.33195,6.10E+02,4.00160000 USDT,0.24058644 USDT,0.01954623 USDT,3.74146733 USDT,10.93%
2024-12-24 21:13,2024-12-25 14:20,FARTCOINUSDT USDT-Margin,1.13117596,1.17981011,366,17.80010000 USDT,0.47090374 USDT,0.04431690 USDT,17.28487936 USDT,38.58%
2024-12-25 2:22,2024-12-25 3:31,PENGUUSDT USDT-Margin,0.03741311,0.03674267,2.83E+03,-1.89733700 USDT,0.12591652 USDT,0.00000000 USDT,-2.02325352 USDT,-16.95%
2024-12-24 22:33,2024-12-25 0:17,PNUTUSDT USDT-Margin,0.76334124,0.75347948,655,-6.45945000 USDT,0.59611054 USDT,0.05052212 USDT,-7.10608266 USDT,-9.90%
2024-12-24 22:55,2024-12-24 22:56,GOATUSDT USDT-Margin,0.5223,0.5206,296,-0.50320000 USDT,0.18521904 USDT,0.00000000 USDT,-0.68841904 USDT,-3.54%
2024-12-24 21:30,2024-12-24 22:33,LINKUSDT USDT-Margin,25.594,25.68489891,17.51,1.59164000 USDT,0.53873611 USDT,0.00000000 USDT,1.05290389 USDT,2.09%
2024-12-24 21:13,2024-12-24 21:30,VIRTUALUSDT USDT-Margin,3.08468462,3.0743,104,-1.08000000 USDT,0.38432064 USDT,0.00000000 USDT,-1.46432064 USDT,-2.72%
2024-12-24 19:38,2024-12-24 21:11,VIRTUALUSDT USDT-Margin,3.08946798,3.0684601,203,-4.26460000 USDT,0.75003564 USDT,0.00000000 USDT,-5.01463564 USDT,-4.73%
2024-12-24 19:09,2024-12-24 19:30,FARTCOINUSDT USDT-Margin,1.0997,1.0994,666,-0.19980000 USDT,0.87876036 USDT,0.00000000 USDT,-1.07856036 USDT,-1.02%
2024-12-24 6:16,2024-12-24 19:08,PENGUUSDT USDT-Margin,0.031212,0.037143,2258,13.39219800 USDT,0.05736901 USDT,0.01538375 USDT,13.31944524 USDT,94.26%
2024-12-24 19:01,2024-12-24 19:03,HYPEUSDT USDT-Margin,30.79330769,30.405,13,-5.04800000 USDT,0.47734680 USDT,0.00000000 USDT,-5.52534680 USDT,-7.97%
2024-12-24 1:27,2024-12-24 19:01,PNUTUSDT USDT-Margin,0.74944285,0.74623497,817,-2.62084000 USDT,0.73318127 USDT,0.04458802 USDT,-3.39860929 USDT,-2.57%
2024-12-24 4:42,2024-12-24 19:00,VIRTUALUSDT USDT-Margin,3.115975,3.0932,72,-1.63980000 USDT,0.26823636 USDT,0.04593888 USDT,-1.95397524 USDT,-4.29%
2024-12-24 0:13,2024-12-24 6:16,FARTCOINUSDT USDT-Margin,0.7751,0.7573,-375,6.67500000 USDT,0.34479000 USDT,0.00000000 USDT,6.33021000 USDT,95.37%
2024-12-23 23:15,2024-12-23 23:27,DEEPUSDT USDT-Margin,0.12025379,0.11932621,4107,-3.80958000 USDT,0.59037304 USDT,0.00000000 USDT,-4.39995304 USDT,-4.44%
2024-12-23 21:11,2024-12-23 23:11,FARTCOINUSDT USDT-Margin,0.8689,0.8077,437,-26.74440000 USDT,0.43960452 USDT,0.00000000 USDT,-27.18400452 USDT,-21.18%
2024-12-23 4:38,2024-12-23 6:20,VIRTUALUSDT USDT-Margin,2.4959,2.47443162,117,-2.51180000 USDT,0.34891728 USDT,0.00000000 USDT,-2.86071728 USDT,-4.85%
2024-12-23 4:27,2024-12-23 5:15,ZEUSUSDT USDT-Margin,0.813283,0.77422819,447,-17.45750000 USDT,0.42577050 USDT,0.00000000 USDT,-17.88327050 USDT,-19.45%
2024-12-23 3:52,2024-12-23 4:38,SUIUSDT USDT-Margin,4.41772519,4.38499389,131,-4.28780000 USDT,0.69189372 USDT,0.00000000 USDT,-4.97969372 USDT,-4.28%
2024-12-22 5:25,2024-12-23 2:34,PNUTUSDT USDT-Margin,0.62448,0.68861803,6.10E+02,39.12420000 USDT,0.48059388 USDT,0.12911443 USDT,38.51449169 USDT,60.48%
2024-12-22 21:38,2024-12-23 1:20,AAVEUSDT USDT-Margin,320.112,308.89,1,-11.22200000 USDT,0.37740120 USDT,0.03187700 USDT,-11.63127820 USDT,-18.07%
2024-12-22 5:09,2024-12-22 5:24,VIRTUALUSDT USDT-Margin,2.37097622,2.3854,-164,-2.36550000 USDT,0.46802742 USDT,0.00000000 USDT,-2.83352742 USDT,-2.17%
2024-12-22 3:26,2024-12-22 4:43,DEEPUSDT USDT-Margin,0.11346855,0.1134854,4448,0.07495000 USDT,0.60569470 USDT,0.00000000 USDT,-0.53074470 USDT,-0.41%
2024-12-21 16:10,2024-12-22 3:25,VIRTUALUSDT USDT-Margin,2.6206,2.4853,-166,22.45980000 USDT,0.29103784 USDT,-0.04151494 USDT,22.21027710 USDT,20.36%
2024-12-21 7:22,2024-12-21 16:08,1000000 BABYDOGEUSDT USDT-Margin,0.00402022,0.0035494,40408,-19.02505670 USDT,0.14010696 USDT,-0.00367768 USDT,-19.16148598 USDT,-81.33%
2024-12-21 6:10,2024-12-21 16:08,PNUTUSDT USDT-Margin,0.71480706,0.65133609,391,-24.81715000 USDT,0.32049718 USDT,0.03855025 USDT,-25.17619743 USDT,-44.68%
2024-12-21 6:22,2024-12-21 16:05,GOATUSDT USDT-Margin,0.49960633,0.4988462,948,-0.72060000 USDT,0.56791980 USDT,0.09908496 USDT,-1.38760476 USDT,-1.46%
2024-12-21 7:22,2024-12-21 13:24,1000 CATUSDT USDT-Margin,0.04113851,0.03651,5619,-26.00762000 USDT,0.20222836 USDT,0.02283562 USDT,-26.23268398 USDT,-100.33%
2024-12-21 6:55,2024-12-21 7:21,PENGUUSDT USDT-Margin,0.031954,0.031629,4094,-1.33055000 USDT,0.15618528 USDT,0.00000000 USDT,-1.48673528 USDT,-5.62%
2024-12-21 5:07,2024-12-21 6:54,DEEPUSDT USDT-Margin,0.12866607,0.1269138,2929,-5.13242000 USDT,0.44915606 USDT,0.00000000 USDT,-5.58157606 USDT,-9.48%
2024-12-21 6:50,2024-12-21 6:52,PENGUUSDT USDT-Margin,0.03208982,0.03192625,8853,-1.44809900 USDT,0.34004056 USDT,0.00000000 USDT,-1.78813956 USDT,-3.09%
2024-12-21 6:12,2024-12-21 6:50,CETUSUSDT USDT-Margin,0.38622382,0.38505091,7.70E+02,-0.90314000 USDT,0.35632892 USDT,0.00000000 USDT,-1.25946892 USDT,-2.53%
2024-12-21 6:22,2024-12-21 6:44,PENGUUSDT USDT-Margin,0.03168016,0.03182151,7443,1.05204100 USDT,0.28358575 USDT,0.00000000 USDT,0.76845525 USDT,1.61%
2024-12-21 6:36,2024-12-21 6:43,1000000 BABYDOGEUSDT USDT-Margin,0.0038819,0.0038339,24153,-1.15934400 USDT,0.11181583 USDT,0.00000000 USDT,-1.27115983 USDT,-9.38%
2024-12-21 6:10,2024-12-21 6:12,PENGUUSDT USDT-Margin,0.03135319,0.031196,6334,-0.99563400 USDT,0.23771194 USDT,0.00000000 USDT,-1.23334594 USDT,-3.07%
2024-12-19 0:28,2024-12-19 2:11,DEEPUSDT USDT-Margin,0.10531,0.09459,6529,-69.99088000 USDT,0.49722427 USDT,0.00000000 USDT,-70.48810427 USDT,-100.16%
2024-12-19 0:27,2024-12-19 0:28,VIRTUALUSDT USDT-Margin,2.588,2.5868,268,-0.32160000 USDT,0.48531584 USDT,0.00000000 USDT,-0.80691584 USDT,-1.13%
2024-12-19 0:08,2024-12-19 0:26,BTCUSDT USDT-Margin,100633.4,100700,0.008,0.53280000 USDT,0.96640032 USDT,0.00000000 USDT,-0.43360032 USDT,-0.64%
2024-12-18 22:29,2024-12-18 23:45,ENAUSDT USDT-Margin,1.122,1.07917725,677,-28.99100000 USDT,0.89411820 USDT,0.00000000 USDT,-29.88511820 USDT,-30.90%
2024-12-18 22:04,2024-12-18 22:07,PENGUUSDT USDT-Margin,0.036827,0.036528,13962,-4.17463800 USDT,0.35742022 USDT,0.00000000 USDT,-4.53205822 USDT,-4.35%
2024-12-18 15:12,2024-12-18 22:04,1000000 BABYDOGEUSDT USDT-Margin,0.00399512,0.0038285,185194,-30.85797160 USDT,0.78274049 USDT,0.06268088 USDT,-31.70339297 USDT,-25.57%
2024-12-18 15:12,2024-12-18 22:04,GOATUSDT USDT-Margin,0.65409974,0.59127926,757,-47.55510000 USDT,0.56565114 USDT,0.04927313 USDT,-48.17002427 USDT,-38.58%
2024-12-18 18:18,2024-12-18 20:08,1000 BONKUSDT USDT-Margin,0.034469,0.0322308,14653,-32.79634600 USDT,0.33387417 USDT,0.00000000 USDT,-33.13022017 USDT,-51.82%
2024-12-18 18:31,2024-12-18 20:08,1000 CATUSDT USDT-Margin,0.04415,0.03968,7066,-31.58502000 USDT,0.35540567 USDT,0.00000000 USDT,-31.94042567 USDT,-100.47%
2024-12-18 14:39,2024-12-18 15:03,1000000 BABYDOGEUSDT USDT-Margin,0.0039663,0.0039537,157706,-1.98665750 USDT,0.74941917 USDT,0.00000000 USDT,-2.73607667 USDT,-2.17%
2024-12-18 14:40,2024-12-18 15:03,GOATUSDT USDT-Margin,0.65114335,0.6481,782,-2.37990000 USDT,0.60960498 USDT,0.00000000 USDT,-2.98950498 USDT,-2.32%
2024-12-18 1:08,2024-12-18 1:51,COWUSDT USDT-Margin,0.7975,0.7776,3.80E+02,-7.56200000 USDT,0.20759780 USDT,0.00000000 USDT,-7.76959780 USDT,-12.58%
2024-12-16 19:33,2024-12-18 1:51,1000000 BABYDOGEUSDT USDT-Margin,0.00427573,0.00387987,1.33E+05,-52.56714020 USDT,0.55565601 USDT,0.21603207 USDT,-53.33882828 USDT,-46.75%
2024-12-16 20:46,2024-12-18 1:51,AAVEUSDT USDT-Margin,396.9408333,362.6166667,1.2,-41.18900000 USDT,0.54688140 USDT,0.17715600 USDT,-41.91303740 USDT,-43.55%
2024-12-17 17:19,2024-12-18 1:51,GOATUSDT USDT-Margin,0.681,0.63962434,1204,-49.81630000 USDT,0.54405702 USDT,0.05770170 USDT,-50.41805872 USDT,-31.02%
2024-12-17 14:09,2024-12-18 0:04,DEEPUSDT USDT-Margin,0.12545,0.11641861,2672,-24.13188000 USDT,0.22016255 USDT,0.00001647 USDT,-24.35205902 USDT,-43.25%
2024-12-17 17:20,2024-12-18 0:04,RAYUSDT USDT-Margin,5.17332162,5.03548288,111,-15.30010000 USDT,0.67990638 USDT,0.05571534 USDT,-16.03572172 USDT,-16.65%
2024-12-17 18:05,2024-12-17 21:51,HBARUSDT USDT-Margin,0.295,0.29005,804,-3.97980000 USDT,0.28222812 USDT,0.00000000 USDT,-4.26202812 USDT,-17.70%
2024-12-17 6:33,2024-12-17 21:49,1000 CATUSDT USDT-Margin,0.06478,0.04858,2994,-48.50280000 USDT,0.20363990 USDT,-0.04448450 USDT,-48.66195540 USDT,-100.11%
2024-12-16 18:38,2024-12-17 14:08,EIGENUSDT USDT-Margin,5.33283333,5.29677778,9.00E+01,-3.24500000 USDT,0.57399900 USDT,0.09747900 USDT,-3.91647800 USDT,-6.43%
2024-12-16 18:38,2024-12-16 19:33,AAVEUSDT USDT-Margin,390.431,390.28,1,-0.15100000 USDT,0.46842660 USDT,0.00000000 USDT,-0.61942660 USDT,-0.78%
2024-12-16 18:38,2024-12-16 19:33,LINKUSDT USDT-Margin,30.05080636,29.66119364,10.38,-4.04418000 USDT,0.37188634 USDT,0.00000000 USDT,-4.41606634 USDT,-9.82%
2024-12-12 22:22,2024-12-16 18:53,VIRTUALUSDT USDT-Margin,2.16047798,2.87534771,327,233.76240000 USDT,0.74307660 USDT,0.77720169 USDT,232.24212171 USDT,650.05%
2024-12-16 18:29,2024-12-16 18:32,DOGEUSDT USDT-Margin,0.41042,0.40989428,2626,-1.38054000 USDT,1.29248718 USDT,0.00000000 USDT,-2.67302718 USDT,-1.97%
2024-12-16 16:40,2024-12-16 18:29,XRPUSDT USDT-Margin,2.5677,2.47002069,173.45,-16.94247600 USDT,0.52427559 USDT,0.00000000 USDT,-17.46675159 USDT,-19.45%
2024-12-16 16:42,2024-12-16 18:29,HBARUSDT USDT-Margin,0.29431,0.28728,1618,-11.37454000 USDT,0.56460757 USDT,0.00000000 USDT,-11.93914757 USDT,-14.76%
2024-12-16 13:15,2024-12-16 18:26,1000 CATUSDT USDT-Margin,0.06517402,0.06471766,8837,-4.03284000 USDT,0.68871169 USDT,-0.15581366 USDT,-4.56573803 USDT,-1.57%
2024-12-16 15:11,2024-12-16 16:40,COWUSDT USDT-Margin,0.9051,0.8642,265,-10.83850000 USDT,0.28131870 USDT,0.02388180 USDT,-11.14370050 USDT,-22.94%
2024-12-16 12:20,2024-12-16 16:40,AAVEUSDT USDT-Margin,380.1123077,374.1730769,1.3,-7.72100000 USDT,0.49329760 USDT,0.04993820 USDT,-8.26423580 USDT,-8.32%
2024-12-16 15:14,2024-12-16 16:40,LINKUSDT USDT-Margin,30.195,29.724,10.99,-5.17629000 USDT,0.39510589 USDT,0.03327552 USDT,-5.60467141 USDT,-11.73%
2024-12-16 13:43,2024-12-16 13:54,CETUSUSDT USDT-Margin,0.4297,0.42675,647,-1.90865000 USDT,0.33247389 USDT,0.00000000 USDT,-2.24112389 USDT,-4.79%
2024-12-16 13:43,2024-12-16 13:54,DEEPUSDT USDT-Margin,0.11030521,0.1098787,2874,-1.22578000 USDT,0.37968512 USDT,0.00000000 USDT,-1.60546512 USDT,-2.99%
2024-12-16 5:20,2024-12-16 13:12,COWUSDT USDT-Margin,1.0108,0.8666,311,-44.84620000 USDT,0.35032284 USDT,-0.02779159 USDT,-45.16873125 USDT,-71.45%
2024-12-16 12:20,2024-12-16 13:12,EIGENUSDT USDT-Margin,5.12898947,5.04367368,95,-8.10500000 USDT,0.57984180 USDT,0.00000000 USDT,-8.68484180 USDT,-8.86%
2024-12-15 17:46,2024-12-16 5:06,DEEPUSDT USDT-Margin,0.09899,0.10547245,4016,26.03352000 USDT,0.29390080 USDT,-0.06283913 USDT,25.80245833 USDT,38.59%
2024-12-16 0:34,2024-12-16 5:06,DOGEUSDT USDT-Margin,0.4115499,0.40718544,1882,-8.21392000 USDT,0.92451595 USDT,0.00000000 USDT,-9.13843595 USDT,-17.28%
2024-12-16 0:30,2024-12-16 5:06,ENAUSDT USDT-Margin,1.31802128,1.26806241,705,-35.22100000 USDT,1.09391340 USDT,0.00000000 USDT,-36.31491340 USDT,-16.25%
2024-12-11 2:59,2024-12-16 5:05,GOATUSDT USDT-Margin,0.65935812,0.76659195,2421,259.61310000 USDT,2.07133506 USDT,1.86859833 USDT,255.67316661 USDT,180.14%
2024-12-16 1:34,2024-12-16 5:05,ONDOUSDT USDT-Margin,2.08055882,2.06806,1.70E+02,-2.12480000 USDT,0.42315912 USDT,0.00000000 USDT,-2.54795912 USDT,-4.99%
2024-12-16 1:25,2024-12-16 5:05,ZROUSDT USDT-Margin,7.15140431,6.90517871,78.9,-19.42720000 USDT,0.66543864 USDT,0.00000000 USDT,-20.09263864 USDT,-17.70%
2024-12-16 1:30,2024-12-16 1:34,COWUSDT USDT-Margin,0.9981,0.9887,1.70E+02,-1.59800000 USDT,0.20265360 USDT,0.00000000 USDT,-1.80065360 USDT,-5.23%
2024-12-15 22:32,2024-12-16 1:30,CHILLGUYUSDT USDT-Margin,0.34882385,0.3600889,1451,16.34560000 USDT,0.42354824 USDT,0.04103232 USDT,15.88101944 USDT,30.97%
2024-12-15 23:18,2024-12-16 1:24,ONDOUSDT USDT-Margin,2.06125507,2.07147974,227,2.32100000 USDT,0.56287848 USDT,0.04630119 USDT,1.71182033 USDT,2.52%
2024-12-16 0:37,2024-12-16 0:54,CETUSUSDT USDT-Margin,0.4746,0.47481956,637,0.13986000 USDT,0.36286816 USDT,0.00000000 USDT,-0.22300816 USDT,-0.44%
2024-12-16 0:05,2024-12-16 0:54,GRASSUSDT USDT-Margin,3.7067,3.82347407,54,6.30580000 USDT,0.14389674 USDT,0.00000000 USDT,6.16190326 USDT,15.27%
2024-12-16 0:52,2024-12-16 0:53,AUCTIONUSDT USDT-Margin,23.32555556,23.04333333,9,-2.54000000 USDT,0.25039200 USDT,0.00000000 USDT,-2.79039200 USDT,-7.91%
2024-12-16 0:36,2024-12-16 0:50,STXUSDT USDT-Margin,2.60617083,2.59057458,2.40E+02,-3.74310000 USDT,0.74833134 USDT,0.00000000 USDT,-4.49143134 USDT,-7.73%
2024-12-16 0:44,2024-12-16 0:50,COWUSDT USDT-Margin,0.9905,0.98192965,172,-1.47410000 USDT,0.20355474 USDT,0.00000000 USDT,-1.67765474 USDT,-6.76%
2024-12-15 23:45,2024-12-16 0:44,1000000 MOGUSDT USDT-Margin,3.0608,3.11229143,7.00E+01,3.60440000 USDT,0.25926984 USDT,0.02150540 USDT,3.32362476 USDT,15.29%
2024-12-16 0:31,2024-12-16 0:36,COWUSDT USDT-Margin,0.9642,0.9727,155,1.31750000 USDT,0.18013170 USDT,0.00000000 USDT,1.13736830 USDT,3.79%
2024-12-15 23:55,2024-12-16 0:30,CETUSUSDT USDT-Margin,0.46326226,0.4636203,802,0.28715000 USDT,0.44601589 USDT,0.03655516 USDT,-0.19542105 USDT,-0.30%
2024-12-15 23:19,2024-12-15 23:55,ENAUSDT USDT-Margin,1.243,1.252,298,2.68200000 USDT,0.44610600 USDT,0.00000000 USDT,2.23589400 USDT,3.61%
2024-12-15 23:42,2024-12-15 23:44,FTMUSDT USDT-Margin,1.4439,1.4457,91,0.16380000 USDT,0.15777216 USDT,0.00000000 USDT,0.00602784 USDT,0.02%
2024-12-15 16:22,2024-12-15 23:18,COWUSDT USDT-Margin,0.78120569,0.9281,422,61.98940000 USDT,0.43279620 USDT,0.00000000 USDT,61.55660380 USDT,90.58%
2024-12-15 22:32,2024-12-15 22:32,ENAUSDT USDT-Margin,1.223,1.219,316,-1.26400000 USDT,0.26976920 USDT,0.00000000 USDT,-1.53376920 USDT,-1.97%
2024-12-15 2:12,2024-12-15 22:31,LDOUSDT USDT-Margin,2.35199954,2.25469269,219,-21.31020000 USDT,0.60531936 USDT,0.09704766 USDT,-22.01256702 USDT,-21.26%
2024-12-15 17:15,2024-12-15 18:31,YFIUSDT USDT-Margin,11032,10903.77778,0.036,-4.61600000 USDT,0.47381280 USDT,0.00000000 USDT,-5.08981280 USDT,-5.11%
2024-12-15 16:31,2024-12-15 18:08,CHILLGUYUSDT USDT-Margin,0.34558647,0.34537663,1138,-0.23880000 USDT,0.47178960 USDT,0.00000000 USDT,-0.71058960 USDT,-0.89%
2024-12-15 16:22,2024-12-15 17:07,DEEPUSDT USDT-Margin,0.09743205,0.09717397,3145,-0.81165000 USDT,0.36722157 USDT,0.00000000 USDT,-1.17887157 USDT,-2.28%
2024-12-15 16:32,2024-12-15 17:07,GRASSUSDT USDT-Margin,3.64748235,3.6176,68,-2.03200000 USDT,0.29641536 USDT,0.00000000 USDT,-2.32841536 USDT,-4.65%
2024-12-15 16:21,2024-12-15 17:07,1000000 BABYDOGEUSDT USDT-Margin,0.00438903,0.0043824,58579,-0.38832170 USDT,0.30829292 USDT,0.00000000 USDT,-0.69661462 USDT,-1.35%
2024-12-15 5:23,2024-12-15 6:56,GRASSUSDT USDT-Margin,3.25111085,3.23722403,129,-1.79140000 USDT,0.50219712 USDT,0.00000000 USDT,-2.29359712 USDT,-2.71%
2024-12-14 23:00,2024-12-15 6:56,ENAUSDT USDT-Margin,1.16917925,1.152,424,-7.28400000 USDT,0.44087800 USDT,0.02943200 USDT,-7.75431000 USDT,-7.78%
2024-12-15 2:14,2024-12-15 6:56,CHILLGUYUSDT USDT-Margin,0.3195,0.3114971,1137,-9.09930000 USDT,0.43046622 USDT,0.00000000 USDT,-9.52976622 USDT,-13.02%
2024-12-14 5:53,2024-12-14 19:12,LINKUSDT USDT-Margin,29.277,29.241,10.97,-0.39492000 USDT,0.38516548 USDT,0.06569494 USDT,-0.84578042 USDT,-1.83%
2024-12-14 7:02,2024-12-14 16:10,DEEPUSDT USDT-Margin,0.10297025,0.09535497,2516,-19.16006000 USDT,0.29939176 USDT,0.05014136 USDT,-19.50959312 USDT,-52.38%
2024-12-14 6:18,2024-12-14 16:10,CRVUSDT USDT-Margin,1.278,1.154,201.6,-24.99840000 USDT,0.29417472 USDT,0.04904928 USDT,-25.34162400 USDT,-48.68%
2024-12-14 6:18,2024-12-14 16:04,PNUTUSDT USDT-Margin,1.23112,1.15573218,202,-15.22834000 USDT,0.28928648 USDT,0.04790672 USDT,-15.56553320 USDT,-30.90%
2024-12-13 3:55,2024-12-14 12:19,CHILLGUYUSDT USDT-Margin,0.33899822,0.33872188,1965,-0.54300000 USDT,0.73164955 USDT,0.15816299 USDT,-1.43281254 USDT,-4.88%
2024-12-13 7:36,2024-12-14 5:19,DEEPUSDT USDT-Margin,0.09611711,0.10112777,3216,16.11428000 USDT,0.38060374 USDT,0.09809765 USDT,15.63557861 USDT,25.15%
2024-12-14 1:55,2024-12-14 4:45,1000000 BABYDOGEUSDT USDT-Margin,0.00488054,0.00479789,137554,-11.36899480 USDT,0.67175855 USDT,0.00000000 USDT,-12.04075335 USDT,-8.85%
2024-12-13 3:55,2024-12-14 2:41,LINKUSDT USDT-Margin,29.41818654,29.228,14.26,-2.71206000 USDT,0.50177677 USDT,0.09526412 USDT,-3.30910089 USDT,-5.65%
2024-12-12 6:09,2024-12-14 2:40,MOODENGUSDT USDT-Margin,0.40624712,0.38989,1177,-19.25233000 USDT,0.56223203 USDT,0.22573710 USDT,-20.04029913 USDT,-31.61%
2024-12-14 1:46,2024-12-14 1:55,ZEUSUSDT USDT-Margin,0.77448736,0.76528276,261,-2.40240000 USDT,0.24112800 USDT,0.00000000 USDT,-2.64352800 USDT,-5.22%
2024-12-14 0:32,2024-12-14 1:45,1000000 BABYDOGEUSDT USDT-Margin,0.0048217,0.00482278,43595,0.04725500 USDT,0.25227077 USDT,0.00000000 USDT,-0.20501577 USDT,-0.38%
2024-12-13 16:47,2024-12-14 1:44,CETUSUSDT USDT-Margin,0.44059239,0.42974191,937,-10.16690000 USDT,0.48930194 USDT,0.01988185 USDT,-10.67608379 USDT,-12.76%
2024-12-13 16:48,2024-12-13 20:26,JASMYUSDT USDT-Margin,0.047724,0.047745,6799,0.14277900 USDT,0.38945624 USDT,0.00000000 USDT,-0.24667724 USDT,-0.45%
2024-12-13 14:13,2024-12-13 16:48,XLMUSDT USDT-Margin,0.44879,0.43954,945,-8.74125000 USDT,0.50368311 USDT,0.04105742 USDT,-9.28599053 USDT,-14.18%
2024-12-13 14:18,2024-12-13 16:47,XRPUSDT USDT-Margin,2.4532,2.4294,237.03,-5.64131400 USDT,0.69439361 USDT,0.05690142 USDT,-6.39260903 USDT,-10.80%
2024-12-12 6:04,2024-12-13 7:25,DEEPUSDT USDT-Margin,0.09570008,0.09574412,5658,0.24920000 USDT,0.52009046 USDT,0.13740638 USDT,-0.40829684 USDT,-0.37%
2024-12-13 1:59,2024-12-13 2:00,CHILLGUYUSDT USDT-Margin,0.32265524,0.3206,1.03E+03,-2.11690000 USDT,0.39753174 USDT,0.00000000 USDT,-2.51443174 USDT,-2.24%
2024-12-12 23:11,2024-12-13 1:50,LINKUSDT USDT-Margin,29.008,28.862,20.1,-2.93460000 USDT,0.69791220 USDT,0.05855130 USDT,-3.69106350 USDT,-2.52%
2024-12-12 14:22,2024-12-13 1:38,CHILLGUYUSDT USDT-Margin,0.41921763,0.34795935,1577,-112.37430000 USDT,0.72590286 USDT,0.06729922 USDT,-113.16750208 USDT,-65.74%
2024-12-10 19:25,2024-12-12 22:08,XRPUSDT USDT-Margin,2.11931587,2.32503504,500.96,103.05707400 USDT,1.33586522 USDT,0.68708717 USDT,101.03412161 USDT,94.72%
2024-12-12 16:11,2024-12-12 22:08,SUIUSDT USDT-Margin,4.6729978,4.5759,91,-8.83590000 USDT,0.50498982 USDT,0.00000000 USDT,-9.34088982 USDT,-10.90%
2024-12-12 14:27,2024-12-12 20:30,LDOUSDT USDT-Margin,2.23965379,2.2668,145,3.93620000 USDT,0.30471318 USDT,0.03365015 USDT,3.59783667 USDT,7.67%
2024-12-12 6:04,2024-12-12 20:30,CETUSUSDT USDT-Margin,0.42087,0.4164,892,-3.98724000 USDT,0.44810690 USDT,0.07691002 USDT,-4.51225692 USDT,-8.30%
2024-12-12 14:23,2024-12-12 16:10,OPUSDT USDT-Margin,2.60620261,2.62419739,195.1,3.51078000 USDT,0.60562456 USDT,0.05103426 USDT,2.85412118 USDT,3.33%
2024-12-12 14:28,2024-12-12 15:29,AVAXUSDT USDT-Margin,52.458,52.714,7.4,1.89440000 USDT,0.46696368 USDT,0.00000000 USDT,1.42743632 USDT,2.91%
2024-12-12 6:02,2024-12-12 14:21,KASUSDT USDT-Margin,0.16854617,0.17032,1486,2.63591000 USDT,0.30213308 USDT,0.02502721 USDT,2.30874971 USDT,4.59%
2024-12-12 13:24,2024-12-12 14:21,JOEUSDT USDT-Margin,0.5588,0.5486,693,-7.06860000 USDT,0.46045692 USDT,0.00000000 USDT,-7.52905692 USDT,-13.41%
2024-12-12 13:24,2024-12-12 14:21,AVAXUSDT USDT-Margin,52.28900926,52.231,10.8,-0.62650000 USDT,0.67728966 USDT,0.00000000 USDT,-1.30378966 USDT,-1.81%
2024-12-12 6:17,2024-12-12 12:59,MOVRUSDT USDT-Margin,17.393,17.4030625,16,0.16100000 USDT,0.33404220 USDT,0.02775040 USDT,-0.20079260 USDT,-0.35%
2024-12-11 16:45,2024-12-12 6:14,1000000 BABYDOGEUSDT USDT-Margin,0.00532699,0.0052516,63427,-4.78171640 USDT,0.40258091 USDT,0.03592442 USDT,-5.22022173 USDT,-6.14%
2024-12-11 19:21,2024-12-12 6:14,1000 PEPEUSDT USDT-Margin,0.0250732,0.02489376,10502,-1.88449540 USDT,0.31485180 USDT,0.02638333 USDT,-2.22573053 USDT,-4.20%
2024-12-12 6:00,2024-12-12 6:09,XVGUSDT USDT-Margin,0.016246,0.01602403,19816,-4.39858200 USDT,0.38367773 USDT,0.00000000 USDT,-4.78225973 USDT,-5.87%
2024-12-12 2:36,2024-12-12 5:55,FTMUSDT USDT-Margin,1.28902074,1.31348165,376,9.19730000 USDT,0.58712454 USDT,0.00000000 USDT,8.61017546 USDT,10.61%
2024-12-11 16:54,2024-12-12 5:55,VIRTUALUSDT USDT-Margin,1.83206674,1.89403079,484,29.99060000 USDT,1.08205872 USDT,0.05945698 USDT,28.84908430 USDT,27.23%
