Open Time (UTC),Close Time (UTC),Symbol,Open Price,Close Price,Total Size,Closed PNL,Exchange fee paid,Funding fee paid,Realised PNL,ROI
2024-12-02 15:32,2024-12-02 16:35,PNUTUSDT USDT-Margin,1.20825873,1.21421,395,2.35075000 USDT,0.49399674 USDT,0.05021319 USDT,1.80654007 USDT,1.88%
2024-12-02 15:43,2024-12-02 16:03,LINKUSDT USDT-Margin,21.419,21.687,14.34,3.84312000 USDT,0.37088402 USDT,0.10671282 USDT,3.36552316 USDT,7.63%
2024-12-01 13:47,2024-12-02 16:02,1000 PEPEUSDT USDT-Margin,0.0214843,0.0205795,21433,-19.39257980 USDT,0.54093205 USDT,0.16952985 USDT,-20.10304170 USDT,-30.45%
2024-12-02 3:40,2024-12-02 14:55,DOTUSDT USDT-Margin,9.445,8.9708,32.55,-15.43521000 USDT,0.35966057 USDT,0.04146996 USDT,-15.83634053 USDT,-30.81%
2024-12-02 14:40,2024-12-02 14:44,BLURUSDT USDT-Margin,0.4101,0.4017,727,-6.10680000 USDT,0.20503581 USDT,0.00000000 USDT,-6.31183581 USDT,-10.49%
2024-12-02 14:41,2024-12-02 14:44,BRETTUSDT USDT-Margin,0.20168,0.20156,1536,-0.18432000 USDT,0.21673574 USDT,0.00000000 USDT,-0.40105574 USDT,-0.64%
2024-12-01 19:18,2024-12-02 7:37,XLMUSDT USDT-Margin,0.52839624,0.52812844,9.90E+02,-0.26512000 USDT,0.62757566 USDT,0.39708026 USDT,-1.28977592 USDT,-1.34%
2024-12-01 21:38,2024-12-02 6:28,ADAUSDT USDT-Margin,1.1425,1.1279,304.74,-4.44920400 USDT,0.41512902 USDT,0.17988339 USDT,-5.04421641 USDT,-7.20%
2024-12-01 6:03,2024-12-01 20:25,TOKENUSDT USDT-Margin,0.07147,0.07242,3508,3.33260000 USDT,0.30285967 USDT,0.05738717 USDT,2.97235316 USDT,9.40%
2024-12-01 16:15,2024-12-01 20:25,NEIROUSDT USDT-Margin,0.00201128,0.0020329,267326,5.77873310 USDT,0.64866919 USDT,0.00000000 USDT,5.13006391 USDT,7.47%
2024-12-01 15:32,2024-12-01 20:25,SUNDOGUSDT USDT-Margin,0.15235,0.14895457,3309,-11.23549000 USDT,0.59821009 USDT,0.28017146 USDT,-12.11387155 USDT,-11.93%
2024-12-01 1:18,2024-12-01 20:25,1000 CATUSDT USDT-Margin,0.04497,0.04437,1.12E+04,-6.69600000 USDT,0.34728804 USDT,0.12904325 USDT,-7.17233129 USDT,-8.41%
2024-12-01 20:23,2024-12-01 20:25,ZROUSDT USDT-Margin,6.478,6.42293781,40.2,-2.21350000 USDT,0.31117062 USDT,0.00000000 USDT,-2.52467062 USDT,-5.77%
2024-12-01 19:20,2024-12-01 20:23,ADAUSDT USDT-Margin,1.0837,1.0879,266.23,1.11816600 USDT,0.34688704 USDT,0.00000000 USDT,0.77127896 USDT,1.85%
2024-12-01 18:20,2024-12-01 19:20,BLASTUSDT USDT-Margin,0.013107,0.01304069,19213,-1.27402100 USDT,0.19045492 USDT,0.00000000 USDT,-1.46447592 USDT,-3.46%
2024-12-01 18:19,2024-12-01 19:19,BLURUSDT USDT-Margin,0.4052,0.4034,938,-1.68840000 USDT,0.45508008 USDT,0.00000000 USDT,-2.14348008 USDT,-2.78%
2024-12-01 1:16,2024-12-01 19:19,BRETTUSDT USDT-Margin,0.21051444,0.22512387,3809,55.64733000 USDT,0.91258705 USDT,0.37213859 USDT,54.36260436 USDT,47.31%
2024-12-01 14:02,2024-12-01 19:18,1000 BONKUSDT USDT-Margin,0.046663,0.04666474,10194,0.01775400 USDT,0.33298849 USDT,0.04860397 USDT,-0.36383846 USDT,-0.53%
2024-12-01 18:16,2024-12-01 18:19,PNUTUSDT USDT-Margin,1.26690948,1.24846,2.30E+02,-4.24338000 USDT,0.34712099 USDT,0.00000000 USDT,-4.59050099 USDT,-12.37%
2024-12-01 16:44,2024-12-01 18:19,POPCATUSDT USDT-Margin,1.4044,1.39229431,246,-2.97800000 USDT,0.41279208 USDT,0.00000000 USDT,-3.39079208 USDT,-7.91%
2024-12-01 16:19,2024-12-01 18:19,1000 FLOKIUSDT USDT-Margin,0.24745,0.24519,977,-2.20802000 USDT,0.28878557 USDT,0.00000000 USDT,-2.49680557 USDT,-9.21%
2024-12-01 16:15,2024-12-01 18:15,MYROUSDT USDT-Margin,0.1242,0.12317,1627,-1.67581000 USDT,0.24148259 USDT,0.00000000 USDT,-1.91729259 USDT,-9.41%
2024-12-01 15:50,2024-12-01 16:14,EIGENUSDT USDT-Margin,4.045,3.99,65,-3.57500000 USDT,0.31336500 USDT,0.02609750 USDT,-3.91446250 USDT,-14.66%
2024-12-01 15:50,2024-12-01 16:14,FIDAUSDT USDT-Margin,0.3509,0.3457,713,-3.70760000 USDT,0.29800548 USDT,0.02481240 USDT,-4.03041788 USDT,-15.71%
2024-12-01 6:59,2024-12-01 15:32,EIGENUSDT USDT-Margin,3.873,3.973,76,7.60000000 USDT,0.35777760 USDT,0.03089400 USDT,7.21132840 USDT,12.18%
2024-12-01 7:18,2024-12-01 15:32,FIDAUSDT USDT-Margin,0.3416,0.3439,852,1.95960000 USDT,0.35042760 USDT,0.02901912 USDT,1.58015328 USDT,2.70%
2024-12-01 7:17,2024-12-01 14:02,BLASTUSDT USDT-Margin,0.013091,0.01269499,27312,-10.81571600 USDT,0.26184858 USDT,0.03567493 USDT,-11.11323951 USDT,-18.53%
2024-12-01 6:57,2024-12-01 13:47,SAGAUSDT USDT-Margin,2.52521339,2.494,127,-3.96410000 USDT,0.38246406 USDT,0.03292856 USDT,-4.37949262 USDT,-6.80%
2024-12-01 6:58,2024-12-01 7:17,WUSDT USDT-Margin,0.362,0.357,841,-4.20500000 USDT,0.36280740 USDT,0.00000000 USDT,-4.56780740 USDT,-7.28%
2024-12-01 6:58,2024-12-01 7:16,ZROUSDT USDT-Margin,6.527,6.44367634,44.8,-3.73290000 USDT,0.34865178 USDT,0.00000000 USDT,-4.08155178 USDT,-5.56%
2024-11-30 20:41,2024-12-01 7:00,APEUSDT USDT-Margin,1.513,1.489,199,-4.77600000 USDT,0.35843880 USDT,0.02986990 USDT,-5.16430870 USDT,-10.22%
2024-11-30 15:15,2024-12-01 6:57,GALAUSDT USDT-Margin,0.04274175,0.04403,8513,10.96690000 USDT,0.44321273 USDT,0.26222684 USDT,10.26146043 USDT,14.04%
2024-11-30 21:08,2024-12-01 6:56,FIDAUSDT USDT-Margin,0.3385,0.339,667,0.33350000 USDT,0.27113550 USDT,0.02258462 USDT,0.03977988 USDT,0.10%
2024-11-30 19:39,2024-12-01 6:56,MOVRUSDT USDT-Margin,17.41933333,16.847,24,-13.73600000 USDT,0.49343520 USDT,0.04084320 USDT,-14.27027840 USDT,-26.93%
2024-12-01 6:27,2024-12-01 6:56,MAVIAUSDT USDT-Margin,2.358,2.351,1.00E+02,-0.70000000 USDT,0.28254000 USDT,0.00000000 USDT,-0.98254000 USDT,-3.29%
2024-12-01 4:43,2024-12-01 6:56,HBARUSDT USDT-Margin,0.17184579,0.17241,2768,1.56172000 USDT,0.57174002 USDT,0.00000000 USDT,0.98997998 USDT,2.05%
2024-11-30 22:14,2024-12-01 6:56,DOTUSDT USDT-Margin,9.188,8.8088,81.25,-30.81000000 USDT,0.87734400 USDT,0.07268625 USDT,-31.76003025 USDT,-25.23%
2024-12-01 3:17,2024-12-01 6:03,MAVIAUSDT USDT-Margin,2.328,2.316,95.3,-1.14360000 USDT,0.26554392 USDT,0.00000000 USDT,-1.40914392 USDT,-4.37%
2024-11-30 21:06,2024-12-01 1:18,ENAUSDT USDT-Margin,0.832,0.84,475,3.80000000 USDT,0.47652000 USDT,0.04004250 USDT,3.28343750 USDT,4.11%
2024-11-30 20:57,2024-12-01 1:18,TOKENUSDT USDT-Margin,0.07016,0.06978,3876,-1.47288000 USDT,0.32544446 USDT,0.02753123 USDT,-1.82585569 USDT,-5.28%
2024-11-30 21:53,2024-11-30 23:48,ETCUSDT USDT-Margin,33.125,32.8,11.78,-3.82850000 USDT,0.46595790 USDT,0.00000000 USDT,-4.29445790 USDT,-7.65%
2024-11-30 20:42,2024-11-30 23:47,10000 LADYSUSDT USDT-Margin,0.00110864,0.001094,269933,-3.95093850 USDT,0.35673861 USDT,0.00000000 USDT,-4.30767711 USDT,-9.87%
2024-11-30 14:52,2024-11-30 22:14,WLDUSDT USDT-Margin,3.46892174,3.6367,92,15.43560000 USDT,0.39223032 USDT,0.02076960 USDT,15.02260008 USDT,18.75%
2024-11-30 21:53,2024-11-30 22:14,THETAUSDT USDT-Margin,3.10051509,3.0412,135.2,-8.01940000 USDT,0.49821593 USDT,0.00000000 USDT,-8.51761593 USDT,-20.18%
2024-11-30 20:42,2024-11-30 21:53,MAVIAUSDT USDT-Margin,2.306,2.313,111.7,0.78190000 USDT,0.30956538 USDT,0.00000000 USDT,0.47233462 USDT,1.27%
2024-11-30 14:51,2024-11-30 21:10,BLURUSDT USDT-Margin,0.36367601,0.37922399,917,14.25750000 USDT,0.40874358 USDT,0.03346133 USDT,13.81529509 USDT,28.68%
2024-11-30 20:56,2024-11-30 21:08,ONDOUSDT USDT-Margin,1.2525,1.2467,134,-0.77720000 USDT,0.20093568 USDT,0.00000000 USDT,-0.97813568 USDT,-2.89%
2024-11-29 23:56,2024-11-30 21:05,DOTUSDT USDT-Margin,9.09091003,8.97385742,139.71,-16.35342000 USDT,1.51429720 USDT,0.22236858 USDT,-18.09008578 USDT,-7.73%
2024-11-29 14:07,2024-11-30 20:56,HBARUSDT USDT-Margin,0.1514,0.16831479,4015,67.91287000 USDT,0.77019292 USDT,1.87763073 USDT,65.26504635 USDT,212.31%
2024-11-30 7:01,2024-11-30 20:41,FIDAUSDT USDT-Margin,0.3355,0.3335,668,-1.33600000 USDT,0.26813520 USDT,0.04445540 USDT,-1.64859060 USDT,-4.36%
2024-11-30 20:06,2024-11-30 20:40,LINKUSDT USDT-Margin,19.336,19.339,23.55,0.07065000 USDT,0.54647775 USDT,0.00000000 USDT,-0.47582775 USDT,-0.72%
2024-11-30 2:40,2024-11-30 20:06,1000 CATUSDT USDT-Margin,0.04416,0.04443,9156,2.47212000 USDT,0.48667802 USDT,0.08530239 USDT,1.90013959 USDT,2.79%
2024-11-30 19:55,2024-11-30 20:06,THETAUSDT USDT-Margin,3.0554,3.0458,106.3,-1.02048000 USDT,0.38913454 USDT,0.00000000 USDT,-1.40961454 USDT,-4.31%
2024-11-30 6:49,2024-11-30 20:05,ETCUSDT USDT-Margin,33.414,32.806,8.5,-5.16800000 USDT,0.33772200 USDT,0.07649969 USDT,-5.58222169 USDT,-13.70%
2024-11-30 15:32,2024-11-30 19:38,MAVIAUSDT USDT-Margin,2.304,2.289,84.5,-1.26750000 USDT,0.23286510 USDT,0.01953640 USDT,-1.51990150 USDT,-3.88%
2024-11-30 15:32,2024-11-30 17:40,THETAUSDT USDT-Margin,3.0044,2.9697,64.8,-2.24856000 USDT,0.23227301 USDT,0.01935965 USDT,-2.50019266 USDT,-7.65%
2024-11-30 15:16,2024-11-30 15:32,ENAUSDT USDT-Margin,0.783,0.779,464,-1.85600000 USDT,0.43486080 USDT,0.00000000 USDT,-2.29086080 USDT,-3.10%
2024-11-30 15:08,2024-11-30 15:16,THETAUSDT USDT-Margin,2.9732,2.9511,101.6,-2.24536000 USDT,0.36114533 USDT,0.00000000 USDT,-2.60650533 USDT,-3.44%
2024-11-30 0:26,2024-11-30 15:04,ENAUSDT USDT-Margin,0.81811125,0.79039487,818,-22.67200000 USDT,0.78945480 USDT,0.02205940 USDT,-23.48351420 USDT,-17.37%
2024-11-30 3:31,2024-11-30 15:04,DYMUSDT USDT-Margin,2.362,2.42,9.00E+01,5.22000000 USDT,0.25822800 USDT,0.02168100 USDT,4.94009100 USDT,13.83%
2024-11-30 4:21,2024-11-30 14:51,MOVRUSDT USDT-Margin,16.90704255,16.9106383,47,0.16900000 USDT,0.67574910 USDT,0.18471591 USDT,-0.69146501 USDT,-0.68%
2024-11-30 6:53,2024-11-30 7:01,XLMUSDT USDT-Margin,0.55128,0.54185,412,-3.88516000 USDT,0.27022174 USDT,0.00000000 USDT,-4.15538174 USDT,-10.00%
2024-11-30 0:14,2024-11-30 6:16,SCRTUSDT USDT-Margin,0.70276156,0.6973,6.40E+02,-3.49540000 USDT,0.53762364 USDT,0.00000000 USDT,-4.03302364 USDT,-5.32%
2024-11-29 23:53,2024-11-30 0:27,XLMUSDT USDT-Margin,0.55967,0.53929,862,-17.56756000 USDT,0.56838211 USDT,0.11157778 USDT,-18.24751989 USDT,-16.74%
2024-11-29 1:20,2024-11-30 0:27,1000 CATUSDT USDT-Margin,0.04111,0.04374,5856,15.40128000 USDT,0.29812896 USDT,0.10181140 USDT,15.00133964 USDT,37.27%
2024-11-29 23:55,2024-11-30 0:26,KSMUSDT USDT-Margin,41.96751773,41.42914894,14.1,-7.59100000 USDT,0.70553580 USDT,0.04004250 USDT,-8.33657830 USDT,-9.82%
2024-11-29 19:01,2024-11-30 0:25,ADAUSDT USDT-Margin,1.04252734,1.07011515,595.13,16.41833400 USDT,0.75437816 USDT,0.04930419 USDT,15.61465165 USDT,17.52%
2024-11-29 20:16,2024-11-29 23:56,MOODENGUSDT USDT-Margin,0.3798,0.38873,8.00E+02,7.14400000 USDT,0.21697440 USDT,0.00000000 USDT,6.92702560 USDT,22.55%
2024-11-29 2:33,2024-11-29 23:56,PNUTUSDT USDT-Margin,1.1438,1.28262,352,48.86464000 USDT,0.31115110 USDT,0.08574685 USDT,48.46774205 USDT,71.42%
2024-11-29 20:16,2024-11-29 23:55,GOATUSDT USDT-Margin,0.8615,0.8874,336,8.70240000 USDT,0.35257824 USDT,0.00000000 USDT,8.34982176 USDT,28.49%
2024-11-29 20:06,2024-11-29 23:41,POPCATUSDT USDT-Margin,1.361,1.36291821,324,0.62150000 USDT,0.52340520 USDT,0.00000000 USDT,0.09809480 USDT,0.15%
2024-11-29 20:06,2024-11-29 23:41,WIFUSDT USDT-Margin,3.31072443,3.29727328,131,-1.76210000 USDT,0.51938862 USDT,0.00000000 USDT,-2.28148862 USDT,-3.66%
2024-11-29 20:07,2024-11-29 23:41,1000 BONKUSDT USDT-Margin,0.047281,0.046893,10717,-4.15819600 USDT,0.60555765 USDT,0.00000000 USDT,-4.76375365 USDT,-9.25%
2024-11-29 19:52,2024-11-29 20:05,ZILUSDT USDT-Margin,0.02697,0.02659,18645,-7.08510000 USDT,0.59917572 USDT,0.00000000 USDT,-7.68427572 USDT,-7.42%
2024-11-29 16:41,2024-11-29 19:01,WLDUSDT USDT-Margin,2.91717652,2.86024818,247,-14.06130000 USDT,0.85621434 USDT,0.00000000 USDT,-14.91751434 USDT,-8.23%
2024-11-29 16:45,2024-11-29 19:01,TURBOUSDT USDT-Margin,0.00810521,0.00799882,94222,-10.02423600 USDT,0.91041188 USDT,0.00000000 USDT,-10.93464788 USDT,-9.92%
2024-11-28 22:18,2024-11-29 16:44,ENSUSDT USDT-Margin,36.08302703,33.34,7.4,-20.29840000 USDT,0.30823824 USDT,0.07486506 USDT,-20.68150330 USDT,-46.08%
2024-11-29 14:08,2024-11-29 16:44,MOVRUSDT USDT-Margin,16.736,16.726,23,-0.23000000 USDT,0.46177560 USDT,0.12977896 USDT,-0.82155456 USDT,-2.12%
2024-11-29 14:05,2024-11-29 16:40,1000 PEPEUSDT USDT-Margin,0.020691,0.0205699,43089,-5.21800550 USDT,1.06673460 USDT,0.04815682 USDT,-6.33289692 USDT,-4.94%
2024-11-29 14:08,2024-11-29 16:40,KSMUSDT USDT-Margin,41.72724138,41.73,8.7,0.02400000 USDT,0.43564680 USDT,0.03617460 USDT,-0.44782140 USDT,-0.61%
2024-11-29 0:37,2024-11-29 16:40,GALAUSDT USDT-Margin,0.04015,0.03963269,10171,-5.26154000 USDT,0.48688186 USDT,0.24302489 USDT,-5.99144675 USDT,-7.30%
2024-11-29 13:26,2024-11-29 14:08,ENAUSDT USDT-Margin,0.742,0.752,537,5.37000000 USDT,0.48136680 USDT,0.00000000 USDT,4.88863320 USDT,6.07%
2024-11-25 19:30,2024-11-29 14:05,GRASSUSDT USDT-Margin,2.7072,3.53254459,148,122.15100000 USDT,0.55408932 USDT,0.73054187 USDT,120.86636881 USDT,1379.73%
2024-11-29 2:14,2024-11-29 13:25,GOATUSDT USDT-Margin,0.8397,0.83777091,6.60E+02,-1.27320000 USDT,0.66427848 USDT,0.11602787 USDT,-2.05350635 USDT,-5.51%
2024-11-29 0:36,2024-11-29 2:33,RENDERUSDT USDT-Margin,8.499,8.451,78,-3.74400000 USDT,0.79326000 USDT,0.00000000 USDT,-4.53726000 USDT,-5.45%
2024-11-29 2:14,2024-11-29 2:33,MOVRUSDT USDT-Margin,16.663,16.57978261,23,-1.91400000 USDT,0.45875040 USDT,0.00000000 USDT,-2.37275040 USDT,-6.08%
2024-11-29 0:36,2024-11-29 2:13,AXSUSDT USDT-Margin,8.024,7.94090196,51,-4.23800000 USDT,0.48852600 USDT,0.00000000 USDT,-4.72652600 USDT,-5.76%
2024-11-28 22:14,2024-11-29 1:20,NEARUSDT USDT-Margin,7.063,6.99166234,77,-5.49300000 USDT,0.64932540 USDT,0.02737410 USDT,-6.16969950 USDT,-6.78%
2024-11-28 22:39,2024-11-29 0:36,DOTUSDT USDT-Margin,8.65554158,8.639,24.65,-0.40775000 USDT,0.25578627 USDT,0.02126063 USDT,-0.68479690 USDT,-2.23%
2024-11-28 22:21,2024-11-29 0:36,DYMUSDT USDT-Margin,2.30203226,2.25387097,155,-7.46500000 USDT,0.42369900 USDT,0.03509200 USDT,-7.92379100 USDT,-13.11%
2024-11-28 22:13,2024-11-29 0:29,MOVRUSDT USDT-Margin,16.567,16.52,26,-1.22200000 USDT,0.51615720 USDT,0.06389436 USDT,-1.80205156 USDT,-2.07%
2024-11-28 22:20,2024-11-29 0:29,SCRTUSDT USDT-Margin,0.71659814,0.70347979,376,-4.93250000 USDT,0.32036958 USDT,-0.13959837 USDT,-5.11327121 USDT,-11.28%
2024-11-28 19:53,2024-11-29 0:29,RENDERUSDT USDT-Margin,8.53247059,8.489,85,-3.69500000 USDT,0.86809500 USDT,0.62749629 USDT,-5.19059129 USDT,-5.70%
2024-11-28 15:22,2024-11-28 15:49,ETHUSDT USDT-Margin,3542.74,3545.27,-0.17,-0.43010000 USDT,0.72297702 USDT,0.00000000 USDT,-1.15307702 USDT,-0.95%
2024-11-27 3:52,2024-11-28 7:04,MOVRUSDT USDT-Margin,16.19040909,16.297,22,2.34500000 USDT,0.42883380 USDT,0.35268135 USDT,1.56348485 USDT,4.36%
2024-11-27 15:47,2024-11-28 7:04,MOODENGUSDT USDT-Margin,0.37128,0.35407,1086,-18.69006000 USDT,0.47263806 USDT,0.07999150 USDT,-19.24268956 USDT,-37.41%
2024-11-26 17:15,2024-11-28 7:04,GOATUSDT USDT-Margin,0.79511913,0.87033117,1312,98.67820000 USDT,1.17782973 USDT,0.55557658 USDT,96.94479369 USDT,222.99%
2024-11-27 20:09,2024-11-27 23:29,ENAUSDT USDT-Margin,0.708,0.709,985,0.98500000 USDT,0.83744700 USDT,0.00000000 USDT,0.14755300 USDT,0.20%
2024-11-27 16:29,2024-11-27 23:29,SEIUSDT USDT-Margin,0.6758,0.67678417,638,0.62790000 USDT,0.51776922 USDT,0.00000000 USDT,0.11013078 USDT,0.18%
2024-11-27 20:08,2024-11-27 23:29,1000000 MOGUSDT USDT-Margin,2.6206,2.58150417,168,-6.56810000 USDT,0.42478930 USDT,0.00000000 USDT,-6.99288930 USDT,-15.66%
2024-11-27 20:49,2024-11-27 23:28,1000 PEPEUSDT USDT-Margin,0.0200474,0.01990395,2.09E+04,-2.99527440 USDT,0.50051049 USDT,0.00000000 USDT,-3.49578489 USDT,-8.22%
2024-11-27 20:07,2024-11-27 20:49,INJUSDT USDT-Margin,31.051,30.90858716,10.9,-1.55230000 USDT,0.40366315 USDT,0.00000000 USDT,-1.95596315 USDT,-4.58%
2024-11-27 19:46,2024-11-27 20:08,DOGEUSDT USDT-Margin,0.40439,0.4049367,2039,1.11473000 USDT,0.99013029 USDT,0.00000000 USDT,0.12459971 USDT,0.14%
2024-11-27 16:30,2024-11-27 19:45,DYMUSDT USDT-Margin,2.269,2.271,102,0.20400000 USDT,0.27784800 USDT,0.00000000 USDT,-0.07384800 USDT,-0.18%
2024-11-27 5:45,2024-11-27 16:28,DOTUSDT USDT-Margin,8.127,8.366,52.22,12.48058000 USDT,0.30456271 USDT,0.08713429 USDT,12.08888300 USDT,19.80%
2024-11-27 4:11,2024-11-27 15:47,ZECUSDT USDT-Margin,58.41,57.22,3.75,-4.46250000 USDT,0.26016750 USDT,0.02101125 USDT,-4.74367875 USDT,-8.60%
2024-11-26 22:30,2024-11-27 5:44,NEARUSDT USDT-Margin,6.44272174,6.4914,115,5.59800000 USDT,0.89245440 USDT,0.03001500 USDT,4.67553060 USDT,3.11%
2024-11-26 20:59,2024-11-27 4:10,MOODENGUSDT USDT-Margin,0.34288,0.34635393,1.22E+03,4.23820000 USDT,0.50451924 USDT,0.04241696 USDT,3.69126380 USDT,5.27%
2024-11-26 22:42,2024-11-27 0:08,CETUSUSDT USDT-Margin,0.36832,0.36081,783,-5.88033000 USDT,0.34254527 USDT,0.02881910 USDT,-6.25169437 USDT,-10.80%
2024-11-26 22:36,2024-11-26 22:39,CETUSUSDT USDT-Margin,0.36549,0.36611,6.40E+02,0.39680000 USDT,0.28093440 USDT,0.00000000 USDT,0.11586560 USDT,0.19%
2024-11-26 22:30,2024-11-26 22:35,SUIUSDT USDT-Margin,3.44461325,3.446,83,0.11510000 USDT,0.34315254 USDT,0.00000000 USDT,-0.22805254 USDT,-0.39%
2024-11-26 20:12,2024-11-26 20:40,INJUSDT USDT-Margin,30.42230921,29.7235,15.2,-10.62190000 USDT,0.54852978 USDT,0.00000000 USDT,-11.17042978 USDT,-18.99%
2024-11-26 15:01,2024-11-26 20:39,SUIUSDT USDT-Margin,3.3899877,3.3808,122,-1.12090000 USDT,0.49562166 USDT,0.04087122 USDT,-1.65739288 USDT,-1.59%
2024-11-26 17:15,2024-11-26 20:12,MOODENGUSDT USDT-Margin,0.33434,0.33255039,922,-1.65002000 USDT,0.36892376 USDT,0.00000000 USDT,-2.01894376 USDT,-3.22%
2024-11-26 14:49,2024-11-26 17:15,DYMUSDT USDT-Margin,2.333,2.28468072,166,-8.02100000 USDT,0.44125700 USDT,0.03721720 USDT,-8.49947420 USDT,-8.75%
2024-11-26 16:38,2024-11-26 17:14,SEIUSDT USDT-Margin,0.67862955,0.6766,494,-1.00260000 USDT,0.40169004 USDT,0.00000000 USDT,-1.40429004 USDT,-2.49%
2024-11-26 14:38,2024-11-26 15:01,SEIUSDT USDT-Margin,0.66,0.6564,594,-2.13840000 USDT,0.46916496 USDT,0.00000000 USDT,-2.60756496 USDT,-2.63%
2024-11-25 20:44,2024-11-26 13:30,SEIUSDT USDT-Margin,0.6312,0.6311,5.00E+02,-0.05000000 USDT,0.37869000 USDT,0.07508108 USDT,-0.50377108 USDT,-0.63%
2024-11-25 15:41,2024-11-26 13:29,WIFUSDT USDT-Margin,3.31477679,3.0850881,168,-38.58770000 USDT,0.64510638 USDT,0.11002614 USDT,-39.34283252 USDT,-28.13%
2024-11-25 20:53,2024-11-26 13:27,MOVRUSDT USDT-Margin,16.793,15.56105882,17,-20.94300000 USDT,0.33001140 USDT,0.05571070 USDT,-21.32872210 USDT,-37.26%
2024-11-26 5:08,2024-11-26 13:24,ASTRUSDT USDT-Margin,0.08073,0.07494,3753,-21.72987000 USDT,0.35053771 USDT,0.02961492 USDT,-22.11002263 USDT,-36.35%
2024-11-25 15:34,2024-11-26 13:24,DYMUSDT USDT-Margin,2.284,2.27826966,178,-1.02000000 USDT,0.48725040 USDT,0.10852260 USDT,-1.61577300 USDT,-1.58%
2024-11-25 20:54,2024-11-26 13:24,KSMUSDT USDT-Margin,39.36,35.46,6,-23.40000000 USDT,0.26935200 USDT,0.07876709 USDT,-23.74811909 USDT,-40.15%
2024-11-25 15:32,2024-11-26 8:35,SCRTUSDT USDT-Margin,0.65397212,0.62741029,1069,-28.39460000 USDT,0.47233058 USDT,-0.09695466 USDT,-28.76997592 USDT,-19.41%
2024-11-25 15:42,2024-11-26 5:06,MAVIAUSDT USDT-Margin,2.123,2.141,154,2.77200000 USDT,0.39399360 USDT,0.10497612 USDT,2.27303028 USDT,3.44%
2024-11-25 19:39,2024-11-25 20:54,ENSUSDT USDT-Margin,24.948,25.167,12.4,2.71560000 USDT,0.37285560 USDT,0.00000000 USDT,2.34274440 USDT,5.99%
2024-11-25 16:00,2024-11-25 20:53,FXSUSDT USDT-Margin,3.013,3.138,101.4,12.67500000 USDT,0.37422684 USDT,0.00000000 USDT,12.30077316 USDT,19.91%
2024-11-25 16:33,2024-11-25 19:39,PENDLEUSDT USDT-Margin,5.5272,5.3663,69,-11.10210000 USDT,0.45099090 USDT,0.00000000 USDT,-11.55309090 USDT,-24.00%
2024-11-25 15:42,2024-11-25 19:30,ENSUSDT USDT-Margin,24.469,24.79266667,12.6,4.07820000 USDT,0.37241820 USDT,0.03214764 USDT,3.67363416 USDT,4.72%
2024-11-25 16:19,2024-11-25 16:32,MOVRUSDT USDT-Margin,17.121,16.755,27,-9.88200000 USDT,0.54879120 USDT,0.00000000 USDT,-10.43079120 USDT,-17.53%
2024-11-25 15:40,2024-11-25 16:02,MOODENGUSDT USDT-Margin,0.35536,0.35409,928,-1.17856000 USDT,0.39502176 USDT,0.03318064 USDT,-1.60676240 USDT,-2.40%
2024-11-25 15:56,2024-11-25 15:58,APTUSDT USDT-Margin,12.696,12.638,24.2,-1.40360000 USDT,0.36784968 USDT,0.00000000 USDT,-1.77144968 USDT,-2.86%
2024-11-23 5:59,2024-11-25 15:12,ASTRUSDT USDT-Margin,0.07240346,0.07555918,4902,15.46932000 USDT,0.38982098 USDT,0.24660967 USDT,14.83288935 USDT,78.55%
2024-11-22 23:15,2024-11-25 15:12,MOVRUSDT USDT-Margin,12.33845714,15.9996,35,128.14000000 USDT,0.59509920 USDT,-1.01658140 USDT,128.56148220 USDT,1196.25%
2024-11-23 3:49,2024-11-25 15:12,DOTUSDT USDT-Margin,7.164,8.42899242,73.89,93.47029000 USDT,0.69129973 USDT,0.69471820 USDT,92.08427207 USDT,648.17%
2024-11-24 20:23,2024-11-25 14:47,AXSUSDT USDT-Margin,7.436,7.77629412,34,11.57000000 USDT,0.31033080 USDT,-0.11639949 USDT,11.37606869 USDT,193.00%
2024-11-25 14:19,2024-11-25 14:47,MAVIAUSDT USDT-Margin,2.122,2.069,145.7,-7.72210000 USDT,0.36637722 USDT,0.00000000 USDT,-8.08847722 USDT,-12.92%
2024-11-25 14:19,2024-11-25 14:42,GRASSUSDT USDT-Margin,2.6902,2.689,112,-0.13440000 USDT,0.36148224 USDT,0.00000000 USDT,-0.49588224 USDT,-0.81%
2024-11-25 14:20,2024-11-25 14:42,APTUSDT USDT-Margin,12.61645492,12.60547131,24.4,-0.26800000 USDT,0.36924900 USDT,0.00000000 USDT,-0.63724900 USDT,-2.02%
2024-11-25 7:30,2024-11-25 8:02,GOATUSDT USDT-Margin,0.892,0.8811,315,-3.43350000 USDT,0.19462590 USDT,0.02774835 USDT,-3.65587425 USDT,-6.43%
2024-11-25 5:32,2024-11-25 8:02,DYMUSDT USDT-Margin,2.271,2.25895238,147,-1.77100000 USDT,0.39954180 USDT,0.03319260 USDT,-2.20373440 USDT,-2.63%
2024-11-25 6:02,2024-11-25 7:30,KSMUSDT USDT-Margin,40.13,39.46,6.3,-4.22100000 USDT,0.30085020 USDT,0.00000000 USDT,-4.52185020 USDT,-7.14%
